SYMBOL,COMPANY,COUNTRY,EXCHANGE
AVV.L,AVEVA Group PLC,United Kingdom,London Stock Exchange
XIS.DE,Axis AB,Germany,XETRA Stock Exchange
A69.SI,Azeus Systems Holdings Ltd,Singapore,Singapore Stock Exchange
BOSC,B.O.S. Better Online Solutions,United States of America,
BET.MI,Be SPA,Italy,Milan Stock Exchange
DAF.DE,Be SPA,Germany,XETRA Stock Exchange
BC8.DE,Bechtle AG,Germany,XETRA Stock Exchange
0154.HK,Beijing Development (HK),Hong Kong,Hong Kong Stock Exchange
BLUESTINF.NS,Blue Star Infotech Ltd,India,National Stock Exchange of India
BLUESTINFO.BO,Blue Star Infotech Ltd,India,Bombay Stock Exchange
BODHTREE.NS,Bodhtree Consulting Ltd,India,National Stock Exchange of India
BOLD.BA,Boldt SA,Argentina,Buenos Aires Stock Exchange
BFC.DE,Brain Force Holding AG,Germany,XETRA Stock Exchange
BPG.AX,Byte Power Group Ltd,Australia,Australian Stock Exchange
COO1.DE,caatoosee ag,Germany,XETRA Stock Exchange
CA8A.DE,CACI International Inc,Germany,XETRA Stock Exchange
CACI,CACI International Inc.,United States of America,
CTE.BO,Cambridge Technology,India,Bombay Stock Exchange
CTE.NS,Cambridge Technology,India,National Stock Exchange of India
COK.DE,CANCOM SE,Germany,XETRA Stock Exchange
CAP.PA,Capgemini,France,Paris Stock Exchange
CGM.DE,Capgemini,Germany,XETRA Stock Exchange
8157.HK,"Capinfo Co., Ltd.",Hong Kong,Hong Kong Stock Exchange
CATECH.BO,CAT Technologies Ltd,India,Bombay Stock Exchange
CDW,CDW Corporation,United States of America,
CJ5A.DE,CGI Group Inc,Germany,XETRA Stock Exchange
GIB-A.TO,CGI Group Inc,Canada,Toronto Stock Exchange
CHGT,"Changing Technologies, Inc.",United States of America,
MLCHE.PA,Cheops Technology France SA,France,Paris Stock Exchange
8166.HK,China Eco-Farming Ltd.,Hong Kong,Hong Kong Stock Exchange
1094.HK,China Public Procurement Ltd.,Hong Kong,Hong Kong Stock Exchange
0354.HK,Chinasoft International Ltd.,Hong Kong,Hong Kong Stock Exchange
CBR,"Ciber, Inc.",United States of America,
BAUH118.SA,Cielo SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
CHAKKILAM.BO,Cigniti Technologies Ltd,India,Bombay Stock Exchange
CMC.BO,CMC Ltd,India,Bombay Stock Exchange
CMC.NS,CMC Ltd,India,National Stock Exchange of India
COZ.DE,Cognizant Technology Solu,Germany,XETRA Stock Exchange
CCC.L,Computacenter PLC,United Kingdom,London Stock Exchange
CVB.DE,Computer And Technologies,Germany,XETRA Stock Exchange
CS9.DE,Computer Sciences Corp,Germany,XETRA Stock Exchange
CSC,Computer Sciences Corporation,United States of America,
CTG,Computer Task Group Inc.,United States of America,
CPU.AX,Computershare Ltd,Australia,Australian Stock Exchange
QCH.DE,Computershare Ltd,Germany,XETRA Stock Exchange
CT71.DE,CONET Technologie AG,Germany,XETRA Stock Exchange
MLCNT.PA,Consort NT,France,Paris Stock Exchange
CORO.L,Corero Network Security PLC,United Kingdom,London Stock Exchange
CBX.V,Cortex Business Solutions Inc,Canada,TSX Venture Exchange
CGO.AX,CPT Global Ltd,Australia,Australian Stock Exchange
CRESSAN.BO,Cressanda Solutions Ltd.,India,Bombay Stock Exchange
EXE,"Crexendo, Inc.",United States of America,
CCZ.TO,CriticalControl Solutions Corp,Canada,Toronto Stock Exchange
544.SI,CSE Global Ltd,Singapore,Singapore Stock Exchange
XCC.DE,CSE Global Ltd,Germany,XETRA Stock Exchange
CSFG.L,CSF Group PLC,United Kingdom,London Stock Exchange
CSPI,CSP Inc.,United States of America,
CSSTECH.BO,CSS Technergy Ltd,India,Bombay Stock Exchange
YCS.DE,Cybercom Group AB,Germany,XETRA Stock Exchange
CYBERTE.BO,Cybertech Sys & Software,India,Bombay Stock Exchange
CYBERTECH.NS,Cybertech Sys & Software,India,National Stock Exchange of India
YOS.DE,Cycos AG,Germany,XETRA Stock Exchange
INFOTECEN.NS,Cyient Ltd,India,National Stock Exchange of India
INFOTECENT.BO,Cyient Ltd,India,Bombay Stock Exchange
DANLAW.BO,Danlaw Technologies India Ltd,India,Bombay Stock Exchange
DTL.AX,Data3 Ltd,Australia,Australian Stock Exchange
D6H.DE,Datagroup AG,Germany,XETRA Stock Exchange
DTC.L,Datatec Ltd,United Kingdom,London Stock Exchange
DAI-H.V,Datinvest International Ltd,Canada,TSX Venture Exchange
DVT.PA,Devoteam SA,France,Paris Stock Exchange
DMRC,Digimarc Corporation,United States of America,
DIN.DE,Digital China Holdings Ltd,Germany,XETRA Stock Exchange
0861.HK,Digital China Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
8007.HK,Digitalhongkong.com,Hong Kong,Hong Kong Stock Exchange
DIV.TO,Diversinet Corporation,Canada,Toronto Stock Exchange
DA9.DE,DTS Corporation,Germany,XETRA Stock Exchange
DWS.AX,DWS Ltd,Australia,Australian Stock Exchange
ECOM.BO,e.Com Infotech Ltd,India,Bombay Stock Exchange
0618.HK,EC-Founder holdings,Hong Kong,Hong Kong Stock Exchange
ECG.AX,eCargo Holdings Ltd,Australia,Australian Stock Exchange
ECLERX.BO,eClerx Services Ltd,India,Bombay Stock Exchange
ECLERX.NS,eClerx Services Ltd,India,National Stock Exchange of India
ECONB.BR,Econocom Group,United States of America,
E18.SI,ECS Holdings Ltd,Singapore,Singapore Stock Exchange
EC3.DE,ECS Holdings Ltd,Germany,XETRA Stock Exchange
SF4.DE,Edgewater Technology Inc,Germany,XETRA Stock Exchange
EDGW,Edgewater Technology Inc.,United States of America,
EPD.AX,Empired Ltd,Australia,Australian Stock Exchange
ETEC,"Emtec, Inc.",United States of America,
ETEC,"Emtec, Inc.",United States of America,
EIT.L,Enables IT Group PLC,United Kingdom,London Stock Exchange
ENG.MI,Engineering,Italy,Milan Stock Exchange
ENHT,enherent Corp.,United States of America,
EPAM,"EPAM Systems, Inc.",United States of America,
EP8.DE,Epiq Systems Inc,Germany,XETRA Stock Exchange
EPIQ,"Epiq Systems, Inc.",United States of America,
ERPSOFT.BO,ERP Soft Systems Ltd,India,Bombay Stock Exchange
EUCA.DE,euromicron AG,Germany,XETRA Stock Exchange
EDZ.DE,EVRY ASA,Germany,XETRA Stock Exchange
EXSY.MI,Expert System S.p.A.,Italy,Milan Stock Exchange
XPR.MI,Exprivia,Italy,Milan Stock Exchange
FCSSOFT.BO,FCS Software Solutions Ltd,India,Bombay Stock Exchange
FCSSOFT.NS,FCS Software Solutions Ltd,India,National Stock Exchange of India
ZGY.DE,Fidelity National,Germany,XETRA Stock Exchange
FIS,Fidelity National Information,United States of America,
FDP.L,First Derivatives PLC,United Kingdom,London Stock Exchange
FLEX.BR,FleXos SA,United States of America,
FUJ1.DE,Fujitsu Ltd,Germany,XETRA Stock Exchange
FEW.DE,Funkwerk AG,Germany,XETRA Stock Exchange
0465.HK,Futong Technology,Hong Kong,Hong Kong Stock Exchange
GTEIT.BO,G-Tech Info-Training Ltd,India,Bombay Stock Exchange
GGRA.DE,Gartner Inc,Germany,XETRA Stock Exchange
IT,Gartner Inc.,United States of America,
GBT.AX,GBST Holdings Ltd,Australia,Australian Stock Exchange
GENESYS.BO,Genesys International Corp Ltd,India,Bombay Stock Exchange
GENESYS.NS,Genesys International Corp Ltd,India,National Stock Exchange of India
GFI.PA,GFI Informatique,France,Paris Stock Exchange
GFT.DE,GFT Technologies AG,Germany,XETRA Stock Exchange
GLOB,Globant S.A.,United States of America,
GLODYNE.BO,Glodyne Technoserve Ltd,India,Bombay Stock Exchange
GLODYNE.NS,Glodyne Technoserve Ltd.,India,National Stock Exchange of India
GOLDTECH.BO,Goldstone Technologies Ltd,India,Bombay Stock Exchange
GOLDTECH.NS,Goldstone Technologies Ltd,India,National Stock Exchange of India
GOPLEEIN.BO,Goplee Infotech Ltd,India,Bombay Stock Exchange
OPN.PA,Groupe Open,France,Paris Stock Exchange
GSSAMERI.BO,GSS Infotech Ltd,India,Bombay Stock Exchange
GSSAMERIC.NS,GSS Infotech Ltd,India,National Stock Exchange of India
GTL.BO,GTL Ltd,India,Bombay Stock Exchange
GTL.NS,GTL Ltd,India,National Stock Exchange of India
HAN-H.V,Hansa Net Global Commerce Inc.,Canada,TSX Venture Exchange
HCI.TO,Hartco Inc,Canada,Toronto Stock Exchange
HCLTECH.BO,HCL Technologies Ltd,India,Bombay Stock Exchange
HCLTECH.NS,HCL Technologies Ltd,India,National Stock Exchange of India
HELIOS.BO,Helios & Matheson Informa,India,Bombay Stock Exchange
HELIOSMAT.NS,Helios & Matheson Informa,India,National Stock Exchange of India
HMNY,Helios and Matheson Analytics,United States of America,
HEXAWARE.BO,Hexaware Technologies Ltd,India,Bombay Stock Exchange
HEXAWARE.NS,Hexaware Technologies Ltd,India,National Stock Exchange of India
HIA1.DE,Hitachi Ltd,Germany,XETRA Stock Exchange
ALHIT.PA,HiTechPros SA,France,Paris Stock Exchange
HOVS.BO,HOV Services Ltd,India,Bombay Stock Exchange
HOVS.NS,HOV Services Ltd,India,National Stock Exchange of India
HBW.PA,Hubwoo,France,Paris Stock Exchange
IBM.BA,IBM,Argentina,Buenos Aires Stock Exchange
IBM.DE,IBM,Germany,XETRA Stock Exchange
IBM.L,IBM,United Kingdom,London Stock Exchange
IBM.MX,IBM,Mexico,Mexico Stock Exchange
IBMB34.SA,IBM,Brazil,BOVESPA - Sao Paolo Stock Exchange
IBSG.DE,IBS Group Holding LTD,Germany,XETRA Stock Exchange
MS4.DE,Igate Corp,Germany,XETRA Stock Exchange
IGTE,iGATE Corporation,United States of America,
IKFTECH.BO,IKF Technologies Ltd,India,Bombay Stock Exchange
IMS,"IMS Health Holdings, Inc.",United States of America,
IBWSL.NS,Indiabulls Wholesale,India,National Stock Exchange of India
INDOCITY.BO,Indo-City Infotech Ltd,India,Bombay Stock Exchange
IE7.DE,INES Corporation,Germany,XETRA Stock Exchange
IXX.DE,init innovation,Germany,XETRA Stock Exchange
8202.HK,Inno-Tech Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
ID6.DE,Innodata Inc,Germany,XETRA Stock Exchange
IEI.DE,Insight Enterprises Inc,Germany,XETRA Stock Exchange
0596.HK,Inspur International Ltd.,Hong Kong,Hong Kong Stock Exchange
AAGN.DE,Integralis AG,Germany,XETRA Stock Exchange
INTENTECH.BO,Intense Technologies Ltd.,India,Bombay Stock Exchange
ICLD,"InterCloud Systems, Inc.",United States of America,
IBM,International Business Machine,United States of America,
IVO.AX,Invigor Group Ltd,Australia,Australian Stock Exchange
IPR.AX,Ipernica Limited,Australia,Australian Stock Exchange
ISDR,Issuer Direct Corporation,United States of America,
3IT.DE,IT Competence Group SE,Germany,XETRA Stock Exchange
4HO.DE,IT Holdings Corporation,Germany,XETRA Stock Exchange
IL8.DE,IT Link,Germany,XETRA Stock Exchange
ITL.PA,IT Link,France,Paris Stock Exchange
ITS.PA,ITS Group,France,Paris Stock Exchange
KBT.L,K3 Business Technology Gr,United Kingdom,London Stock Exchange
KHZ.DE,Kantone Holdings Ltd,Germany,XETRA Stock Exchange
1059.HK,Kantone Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
JINDONL.BO,Kashyap Tele-Medicines Ltd,India,Bombay Stock Exchange
VMFSOFT.BO,Kellton Tech Solutions Ltd,India,Bombay Stock Exchange
KEY.PA,Keyrus,France,Paris Stock Exchange
KPIT.NS,KPIT Technologies Ltd,India,National Stock Exchange of India
KPITCUMM.BO,KPIT Technologies Ltd,India,Bombay Stock Exchange
MLLOI.PA,Locasystem international SA,France,Paris Stock Exchange
LOGIX.BO,Logix Microsystems Ltd,India,Bombay Stock Exchange
LOGIXMICR.NS,Logix Microsystems Ltd,India,National Stock Exchange of India
LUMITECH.BO,Luminaire Technologies Ltd,India,Bombay Stock Exchange
8100.HK,M Dream Inworld Ltd.,Hong Kong,Hong Kong Stock Exchange
MDA.TO,MacDonald Dettwiler and A,Canada,Toronto Stock Exchange
MLMII.PA,Maison Internationale,France,Paris Stock Exchange
MASTEK.BO,Mastek Ltd,India,Bombay Stock Exchange
MASTEK.NS,Mastek Ltd,India,National Stock Exchange of India
MAXIMAA.BO,Maximaa Systems Ltd.,India,Bombay Stock Exchange
MCE.DE,Medical Columbus AG,Germany,XETRA Stock Exchange
MLB.AX,Melbourne IT Ltd,Australia,Australian Stock Exchange
MC2.DE,Mind C T I Ltd,Germany,XETRA Stock Exchange
MNDO,"MIND C.T.I., Ltd.",United States of America,
MINDTECK.BO,Mindteck (India) Ltd,India,Bombay Stock Exchange
MINDTREE.BO,MindTree Ltd,India,Bombay Stock Exchange
MINDTREE.NS,MindTree Ltd,India,National Stock Exchange of India
MPHASIS.BO,Mphasis Ltd,India,Bombay Stock Exchange
MPHASIS.NS,Mphasis Ltd,India,National Stock Exchange of India
MLQ2.DE,Multipolar Tbk,Germany,XETRA Stock Exchange
N5N.DE,NCI Inc,Germany,XETRA Stock Exchange
NCIT,"NCI, Inc.",United States of America,
NCR1.DE,NCR Corp,Germany,XETRA Stock Exchange
NCR,NCR Corporation,United States of America,
NOX.DE,"Net One Systems Co., Ltd.",Germany,XETRA Stock Exchange
NETLINK.BO,Netlink Solutions (India) Ltd,India,Bombay Stock Exchange
NETVISTA.BO,Netvista Ventures Ltd,India,Bombay Stock Exchange
NRO.PA,Neurones,France,Paris Stock Exchange
NIIT.BO,NIIT Ltd,India,Bombay Stock Exchange
NIITLTD.NS,NIIT Ltd,India,National Stock Exchange of India
NIITTECH.BO,NIIT Technologies Ltd,India,Bombay Stock Exchange
NIITTECH.NS,NIIT Technologies Ltd,India,National Stock Exchange of India
NR7.DE,Nomura Research Institute Ltd.,Germany,XETRA Stock Exchange
0061.HK,North Asia Resources,Hong Kong,Hong Kong Stock Exchange
NUCLEUS.NS,Nucleus Software Exports Ltd,India,National Stock Exchange of India
NUCLEUSSOFT.BO,Nucleus Software Exports Ltd,India,Bombay Stock Exchange
ALOCT.PA,Octo Technology SA,France,Paris Stock Exchange
ODS.V,Odesia Group Inc,Canada,TSX Venture Exchange
OMNITECH.BO,Omnitech Infosolutions Ltd,India,Bombay Stock Exchange
OMNITECH.NS,Omnitech Infosolutions Ltd,India,National Stock Exchange of India
ONTRACK.BO,Ontrack Systems Limited,India,Bombay Stock Exchange
ONWARD.BO,Onward Technologies Ltd,India,Bombay Stock Exchange
ONWARDTEC.NS,Onward Technologies Ltd,India,National Stock Exchange of India
ORA.DE,Ordina,Germany,XETRA Stock Exchange
PANORAM.BO,Panoramic Universal Ltd,India,Bombay Stock Exchange
PANORAMUN.NS,Panoramic Universal Ltd,India,National Stock Exchange of India
PKK.V,Peak Positioning Tech,Canada,TSX Venture Exchange
PTG.V,Pivot Technology Solutions Inc,Canada,TSX Venture Exchange
PXL.DE,Pixelpark AG,Germany,XETRA Stock Exchange
PXL1.DE,Pixelpark AG,Germany,XETRA Stock Exchange
PUT2.DE,Plaut AG,Germany,XETRA Stock Exchange
PPS.AX,Praemium Ltd,Australia,Australian Stock Exchange
PRITHVI.BO,Prithvi Information Solut,India,Bombay Stock Exchange
PRITHVI.NS,Prithvi Information Solut,India,National Stock Exchange of India
PRW.L,Promethean World PLC,United Kingdom,London Stock Exchange
TXTM,"ProText Mobility, Inc.",United States of America,
PSZ.AX,PS&C Ltd,Australia,Australian Stock Exchange
Q6IA.DE,Qihoo 360 Technology Co Ltd,Germany,XETRA Stock Exchange
QIHU,Qihoo 360 Technology Co. Ltd.,United States of America,
QFOR,Quandrant4 Systems Corp.,United States of America,
QFOR,Quandrant4 Systems Corp.,United States of America,
MCAP.L,Quindell PLC,United Kingdom,London Stock Exchange
QPP.L,Quindell PLC,United Kingdom,London Stock Exchange
QUINTEGRA.BO,Quintegra Solutions Ltd,India,Bombay Stock Exchange
QUINTEGRA.NS,Quintegra Solutions Ltd,India,National Stock Exchange of India
R42.DE,Rackspace Hosting Inc,Germany,XETRA Stock Exchange
RAX,"Rackspace Hosting, Inc.",United States of America,
RWA.DE,Radware Ltd,Germany,XETRA Stock Exchange
RDWR,Radware Ltd.,United States of America,
RAMCOSYS.BO,Ramco Systems Ltd,India,Bombay Stock Exchange
RAMCOSYS.NS,Ramco Systems Ltd,India,National Stock Exchange of India
RC.TO,RDM Corp,Canada,Toronto Stock Exchange
RTC.DE,Realtech AG,Germany,XETRA Stock Exchange
RCN.L,Redcentric PLC,United Kingdom,London Stock Exchange
REDINGTON.BO,Redington (India) Ltd,India,Bombay Stock Exchange
REDINGTON.NS,Redington (India) Ltd,India,National Stock Exchange of India
REJ.DE,Reply SPA,Germany,XETRA Stock Exchange
REY.MI,Reply SPA,Italy,Milan Stock Exchange
UHH.DE,Riverbed Technology Inc,Germany,XETRA Stock Exchange
RVBD,"Riverbed Technology, Inc.",United States of America,
ROLTA.BO,Rolta India Ltd,India,Bombay Stock Exchange
ROLTA.NS,Rolta India Ltd,India,National Stock Exchange of India
RTI.L,Rolta India Ltd,United Kingdom,London Stock Exchange
SABR,Sabre Corporation,United States of America,
SCH.L,SafeCharge International,United Kingdom,London Stock Exchange
SAKSOFT.BO,Saksoft Ltd,India,Bombay Stock Exchange
SAKSOFT.NS,Saksoft Ltd,India,National Stock Exchange of India
MXA.V,Santa Rosa Resources Corp,Canada,TSX Venture Exchange
SPC.DE,Sapient Corp,Germany,XETRA Stock Exchange
ZENZYTECH.BO,Sashwat Technocrats Ltd,India,Bombay Stock Exchange
SAVINFOCO.BO,Savant Infocomm Ltd,India,Bombay Stock Exchange
7TEC.BO,Saven Technologies Ltd,India,Bombay Stock Exchange
SAIC,Science Applications Internati,United States of America,
SSY.L,SciSys PLC,United Kingdom,London Stock Exchange
QSU.DE,SCSK Corporation,Germany,XETRA Stock Exchange
GLOBSYNIN.BO,Secure Earth Technologies Ltd,India,Bombay Stock Exchange
MLSEC.PA,Securinfor,France,Paris Stock Exchange
SENAG.BO,Senthil Infotek Ltd,India,Bombay Stock Exchange
NOW,"ServiceNow, Inc.",United States of America,
T3T.DE,Seven Principles AG,Germany,XETRA Stock Exchange
SHREEJAL.BO,Shreejal Info Hubs Ltd,India,Bombay Stock Exchange
SHWK.DE,Shs Viveon AG,Germany,XETRA Stock Exchange
POONAMC.BO,Shyama Infosys Ltd,India,Bombay Stock Exchange
IO5A.DE,Sino-i Technology Ltd,Germany,XETRA Stock Exchange
0250.HK,Sino-i Technology Ltd.,Hong Kong,Hong Kong Stock Exchange
0299.HK,SinoCom Software Group Ltd.,Hong Kong,Hong Kong Stock Exchange
SMX.AX,SMS Management & Technolo,Australia,Australian Stock Exchange
SII.PA,Societe Pour,France,Paris Stock Exchange
SB3.DE,SoftBank Technology Corp.,Germany,XETRA Stock Exchange
SO.TO,Softchoice Corp,Canada,Toronto Stock Exchange
SYT.DE,Softing AG,Germany,XETRA Stock Exchange
SFD1.DE,Softline AG,Germany,XETRA Stock Exchange
SFO.DE,Softship AG,Germany,XETRA Stock Exchange
SOFTECHG.BO,Software Technology Group,India,Bombay Stock Exchange
LCO.PA,SoluCom,France,Paris Stock Exchange
SONATA.BO,Sonata Software Ltd,India,Bombay Stock Exchange
SONATSOFT.NS,Sonata Software Ltd,India,National Stock Exchange of India
OR8.DE,Sopra Steria Group SA,Germany,XETRA Stock Exchange
SOP.PA,Sopra Steria Group SA,France,Paris Stock Exchange
SPBU,"Spare Backup, Inc.",United States of America,
SPECTACLE.BO,Spectacle Ventures Ltd,India,Bombay Stock Exchange
SPECTACLE.NS,Spectacle Ventures Ltd,India,National Stock Exchange of India
SPIN,"Spine Pain Management, Inc.",United States of America,
SQI.PA,Sqli SA,France,Paris Stock Exchange
SQINR.PA,Sqli SA,France,Paris Stock Exchange
LPL2.DE,Star Pacific Tbk,Germany,XETRA Stock Exchange
GS3.DE,Steria (Groupe),Germany,XETRA Stock Exchange
S73.SI,Stratech Systems Ltd,Singapore,Singapore Stock Exchange
SZY.DE,Sykes Enterprises Inc,Germany,XETRA Stock Exchange
SYKE,"Sykes Enterprises, Incorporate",United States of America,
SYZ.V,Sylogist Ltd,Canada,TSX Venture Exchange
SYE.DE,Syntel Inc,Germany,XETRA Stock Exchange
SYNT,"Syntel, Inc.",United States of America,
SYZ.DE,Syzygy AG,Germany,XETRA Stock Exchange
TAKE.BO,Take Solutions Ltd,India,Bombay Stock Exchange
TAKE.NS,Take Solutions Ltd,India,National Stock Exchange of India
TCS.BO,Tata Consultancy Services Ltd,India,Bombay Stock Exchange
TCS.NS,Tata Consultancy Services Ltd,India,National Stock Exchange of India
ARX.DE,TDMi AG,Germany,XETRA Stock Exchange
TECHM.BO,Tech Mahindra Ltd,India,Bombay Stock Exchange
TECHM.NS,Tech Mahindra Ltd,India,National Stock Exchange of India
TV.MI,Tech Value SpA,Italy,Milan Stock Exchange
TCN.AX,Techniche Ltd,Australia,Australian Stock Exchange
TYEA.DE,Tecnocom,Germany,XETRA Stock Exchange
TECN.MI,Tecnoinvestimenti SpA,Italy,Milan Stock Exchange
TES.PA,Tessi,France,Paris Stock Exchange
TIER,Tier Technologies Inc.,United States of America,
TTEB.DE,Tieto Corp,Germany,XETRA Stock Exchange
TVL.DE,TravelSky Technology Ltd,Germany,XETRA Stock Exchange
TSXK.DE,TRIA IT-solutions AG,Germany,XETRA Stock Exchange
TRD.L,Triad Group PLC,United Kingdom,London Stock Exchange
TRICOM.BO,Tricom India Ltd,India,Bombay Stock Exchange
TRICOM.NS,Tricom India Ltd,India,National Stock Exchange of India
TRITON.BO,Triton Corp Ltd,India,Bombay Stock Exchange
TTO.DE,TTL Information Technology AG,Germany,XETRA Stock Exchange
TWINSTAR.BO,Twinstar Industries Ltd,India,Bombay Stock Exchange
UBIC,"UBIC, Inc.",United States of America,
ALUMS.PA,Umanis NR,France,Paris Stock Exchange
EUA.DE,Umanis NR,Germany,XETRA Stock Exchange
UMS.PA,Umanis NR,France,Paris Stock Exchange
LSH.DE,UMT United Mobility Techn,Germany,XETRA Stock Exchange
FPG.PA,Union Technologies,France,Paris Stock Exchange
USY.L,Unisys Corp,United Kingdom,London Stock Exchange
USY1.DE,Unisys Corp,Germany,XETRA Stock Exchange
UIS,Unisys Corporation,United States of America,
OSP2.DE,USU Software AG,Germany,XETRA Stock Exchange
DVT.DE,UXC Ltd,Germany,XETRA Stock Exchange
UXC.AX,UXC Ltd,Australia,Australian Stock Exchange
MASTER.BO,Vaishnavi Gold Ltd,India,Bombay Stock Exchange
VALUEMART.BO,Valuemart Info Technologi,India,Bombay Stock Exchange
VIRNICHIQ.BO,Virinchi Technologies Ltd,India,Bombay Stock Exchange
VIRTUALS.BO,Virtualsoft Systems Ltd,India,Bombay Stock Exchange
VRTU,Virtusa Corp.,United States of America,
VISESHIN.BO,Visesh Infotecnics Ltd.,India,Bombay Stock Exchange
VISESHINF.NS,Visesh Infotecnics Ltd.,India,National Stock Exchange of India
VIT.BR,Vision IT Group SA,United States of America,
VWA.DE,VSG Vange Software Group AG,Germany,XETRA Stock Exchange
ZMX.DE,WidePoint Corp,Germany,XETRA Stock Exchange
WYY,WidePoint Corp.,United States of America,
WIOA.DE,Wipro Ltd,Germany,XETRA Stock Exchange
WIPRO.BO,Wipro Ltd,India,Bombay Stock Exchange
WIPRO.NS,Wipro Ltd,India,National Stock Exchange of India
WIT,Wipro Ltd.,United States of America,
WISEC.BO,Wisec Global Ltd,India,Bombay Stock Exchange
CAMBRIDGE.BO,Xchanging Solution Ltd,India,Bombay Stock Exchange
CAMBRIDGE.NS,Xchanging Solution Ltd,India,National Stock Exchange of India
XRX,Xerox Corporation,United States of America,
XRXB34.SA,Xerox Corporation,Brazil,BOVESPA - Sao Paolo Stock Exchange
ZENSAR.BO,Zensar Technologies Ltd,India,Bombay Stock Exchange
ZENSARTEC.NS,Zensar Technologies Ltd,India,National Stock Exchange of India
3IINFOTECH.NS,3i Infotech Ltd,India,National Stock Exchange of India
532628.BO,3i Infotech Ltd,India,Bombay Stock Exchange
VNET,"21Vianet Group, Inc.",United States of America,
INFINITE.BO,Infinite Computer Soltn,India,Bombay Stock Exchange
INFINITE.NS,Infinite Computer Soltn,India,National Stock Exchange of India
INFDS.BO,Info-Drive Software Ltd,India,Bombay Stock Exchange
INFODRIVE.NS,Info-Drive Software Ltd,India,National Stock Exchange of India
ISW.DE,Information Services,Germany,XETRA Stock Exchange
INFOSYSTC.NS,Infosys Ltd,India,National Stock Exchange of India
INFY.BO,Infosys Ltd,India,Bombay Stock Exchange
INFY.PA,Infosys Ltd,France,Paris Stock Exchange
INF.PA,Infotel,France,Paris Stock Exchange
ACLZ,Accelerize Inc.,United States of America,
AKM.V,ACT360 Solutions Ltd,Canada,TSX Venture Exchange
AT.V,AcuityAds Holdings Inc,Canada,TSX Venture Exchange
ADAM,ADAM Inc.,United States of America,
WFM.AX,Adslot Ltd,Australia,Australian Stock Exchange
ALADM.PA,AdThink Media SA,France,Paris Stock Exchange
AFN.L,ADVFN PLC,United Kingdom,London Stock Exchange
AKAM,"Akamai Technologies, Inc.",United States of America,
ANA.V,Alpha Network Alliance Venture,Canada,TSX Venture Exchange
ANAV,Alpha Network Alliance Venture,United States of America,
ANAV,Alpha Network Alliance Venture,United States of America,
NPA.V,Alphinat Inc,Canada,TSX Venture Exchange
6OL.DE,AOL Inc,Germany,XETRA Stock Exchange
AOL,AOL Inc.,United States of America,
ARD.V,Armada Data Corp,Canada,TSX Venture Exchange
IRX.DE,Aspiro AB,Germany,XETRA Stock Exchange
ATRN,"Atrinsic, Inc.",United States of America,
ATRN,"Atrinsic, Inc.",United States of America,
BOOM.L,Audioboom Group PLC,United Kingdom,London Stock Exchange
FEM.PA,Aufeminin,France,Paris Stock Exchange
ABTL,Autobytel Inc.,United States of America,
AYC.DE,"Autobytel, Inc.",Germany,XETRA Stock Exchange
ATHM,Autohome Inc.,United States of America,
B1C.DE,Baidu Inc,Germany,XETRA Stock Exchange
BIDUN.MX,Baidu Inc,Mexico,Mexico Stock Exchange
K3SD.SI,Baidu Inc,Singapore,Singapore Stock Exchange
BIDU,"Baidu, Inc.",United States of America,
BGO.L,Bango PLC,United Kingdom,London Stock Exchange
RATE,"Bankrate, Inc.",United States of America,
ALMAX.PA,Bilendi SA,France,Paris Stock Exchange
BITA,Bitauto Holdings Limited,United States of America,
BLNX.L,Blinkx PLC,United Kingdom,London Stock Exchange
IFP2.DE,Blucora Inc,Germany,XETRA Stock Exchange
BCOR,"Blucora, Inc.",United States of America,
BLUR.L,blur Group PLC,United Kingdom,London Stock Exchange
BRDR,"Borderfree, Inc.",United States of America,
PRSS,CafePress Inc.,United States of America,
CRCM,"Care.com, Inc.",United States of America,
CRZ.AX,Carsales.com Ltd,Australia,Australian Stock Exchange
WN6.DE,Carsales.com Ltd,Germany,XETRA Stock Exchange
CNIC.L,CentralNic Group PLC,United Kingdom,London Stock Exchange
CHAA,"chatAND, Inc.",United States of America,
8175.HK,China Digital Licensing Group,Hong Kong,Hong Kong Stock Exchange
FNZ.DE,China Finance Online Co Ltd,Germany,XETRA Stock Exchange
JRJC,"China Finance Online Co., Ltd.",United States of America,
8071.HK,China Netcom Technology,Hong Kong,Hong Kong Stock Exchange
8041.HK,China Post E-Commerce holdings,Hong Kong,Hong Kong Stock Exchange
8006.HK,China.com Inc.,Hong Kong,Hong Kong Stock Exchange
CCIH,ChinaCache International Holdi,United States of America,
CIIX,"Chineseinvestors.com, Inc.",United States of America,
CNIRESLTD.BO,Cni Research Ltd,India,Bombay Stock Exchange
VCK.DE,Conversant Inc,Germany,XETRA Stock Exchange
CRTO,Criteo SA,United States of America,
CRTO,Criteo SA,United States of America,
CROS.L,Crossrider PLC,United Kingdom,London Stock Exchange
EZD.L,Cupid PLC,United Kingdom,London Stock Exchange
