SYMBOL,COMPANY,COUNTRY,EXCHANGE
KIRIDYES.BO,Kiri Industries Ltd,India,Bombay Stock Exchange
KIRIDYES.NS,Kiri Industries Ltd,India,National Stock Exchange of India
KMG,KMG Chemicals Inc.,United States of America,
DSM2.DE,Koninklijke DSM NV,Germany,XETRA Stock Exchange
KO9.DE,Koppers Holdings Inc,Germany,XETRA Stock Exchange
KOP,Koppers Holdings Inc.,United States of America,
K21.DE,Kraton Performance,Germany,XETRA Stock Exchange
KRA,Kraton Performance Polymers In,United States of America,
ROSEIND.BO,Kriptol Industries Ltd,India,Bombay Stock Exchange
KRO,"Kronos Worldwide, Inc.",United States of America,
0K1.DE,Kureha Corp,Germany,XETRA Stock Exchange
LXS.DE,Lanxess AG,Germany,XETRA Stock Exchange
LPAD,"LaPolla Industries, Inc.",United States of America,
LWLG,"Lightwave Logic, Inc.",United States of America,
LIMECHM.BO,Lime Chemicals Ltd,India,Bombay Stock Exchange
BOC.NS,Linde India Ltd,India,National Stock Exchange of India
BOCINDIA.BO,Linde India Ltd,India,Bombay Stock Exchange
FWK.V,Liuyang Fireworks Ltd,Canada,TSX Venture Exchange
LYB,LyondellBasell Industries N.V.,United States of America,
MACE,Mace Security International In,United States of America,
M15.SI,Matex International Ltd,Singapore,Singapore Stock Exchange
M6X.DE,Metabolix Inc,Germany,XETRA Stock Exchange
MBLX,"Metabolix, Inc.",United States of America,
MEOH,Methanex Corp.,United States of America,
MUG.DE,Mitsubishi Gas Chemical,Germany,XETRA Stock Exchange
MMBF,"Momentum Biofuels, Inc.",United States of America,
SHAWGELQ.BO,Narmada Gelatines Ltd,India,Bombay Stock Exchange
NATNOXY.BO,National Oxygen Ltd,India,Bombay Stock Exchange
NOL.NS,National Oxygen Ltd,India,National Stock Exchange of India
NEM.V,Neo Material Technologies,Canada,TSX Venture Exchange
NSN.DE,Neschen AG,Germany,XETRA Stock Exchange
NEU,NewMarket Corporation,United States of America,
NIKHILAD.BO,Nikhil Adhesives Ltd,India,Bombay Stock Exchange
NNC.DE,Nippon Carbide Industries,Germany,XETRA Stock Exchange
NPV.DE,"Nippon Carbon Co., Ltd.",Germany,XETRA Stock Exchange
NI7.DE,Nippon Paint Holdings Co Ltd,Germany,XETRA Stock Exchange
NITTAGELA.BO,Nitta Gelatin India Ltd,India,Bombay Stock Exchange
ND5.DE,Nitto Denko Corporation,Germany,XETRA Stock Exchange
NOBLEXP.BO,Noble Explochem Ltd,India,Bombay Stock Exchange
NXX.V,Nordex Explosives Ltd,Canada,TSX Venture Exchange
NTIC,Northern Technologies Internat,United States of America,
NZMB.DE,Novozymes,Germany,XETRA Stock Exchange
ODC,Oil-Dri Corp. of America,United States of America,
OLN.DE,Olin Corp,Germany,XETRA Stock Exchange
OLN,Olin Corp.,United States of America,
OM5.DE,OM Group Inc,Germany,XETRA Stock Exchange
OMG,OM Group Inc.,United States of America,
OMKARCHEM.NS,Omkar Speciality Chemicals Ltd,India,National Stock Exchange of India
OMN,OMNOVA Solutions Inc.,United States of America,
OMN.TO,OMNOVA Solutions Inc.,Canada,Toronto Stock Exchange
ORAP.PA,Orapi,France,Paris Stock Exchange
ORGCOAT.BO,Organic Coatings Ltd,India,Bombay Stock Exchange
ICA.DE,Orica Ltd,Germany,XETRA Stock Exchange
ORI.AX,Orica Ltd,Australia,Australian Stock Exchange
ORIABRAS.BO,Orient Abrasives Ltd,India,Bombay Stock Exchange
ORIENTABR.NS,Orient Abrasives Ltd,India,National Stock Exchange of India
OEC,Orion Engineered Carbons SA,United States of America,
FPRP.DE,Pacific Ethanol Inc,Germany,XETRA Stock Exchange
PEIX,"Pacific Ethanol, Inc.",United States of America,
PEIX,"Pacific Ethanol, Inc.",United States of America,
MLPFX.PA,Parfex SA,France,Paris Stock Exchange
PAUSHAKLTD.BO,Paushak Ltd,India,Bombay Stock Exchange
PENX,Penford Corporation,United States of America,
PIDILITIN.NS,Pidilite Industries Ltd,India,National Stock Exchange of India
PIDILITIND.BO,Pidilite Industries Ltd,India,Bombay Stock Exchange
ZPPOLYSA.BO,Planter'S Polysacks Ltd,India,Bombay Stock Exchange
PLASTIBL.BO,Plastiblends India Ltd.,India,Bombay Stock Exchange
PLASTIBLE.NS,Plastiblends India Ltd.,India,National Stock Exchange of India
PAH,Platform Specialty Products Co,United States of America,
PODARPIGQ.BO,Poddar Pigments Ltd,India,Bombay Stock Exchange
POLYCHEM.BO,Polychem Ltd,India,Bombay Stock Exchange
PY9.DE,PolyOne Corp,Germany,XETRA Stock Exchange
POL,PolyOne Corporation,United States of America,
PONDYOXC.BO,Pondy Oxides And Chemicals Ltd,India,Bombay Stock Exchange
PPQ.DE,PPG Industries Inc,Germany,XETRA Stock Exchange
PPG,PPG Industries Inc.,United States of America,
PXR.DE,Praxair Inc,Germany,XETRA Stock Exchange
PREMEXPLQ.BO,Premier Explosives Ltd,India,Bombay Stock Exchange
QUC.DE,Quaker Chemical Corp,Germany,XETRA Stock Exchange
KWR,Quaker Chemical Corporation,United States of America,
REVO.L,Revolymer PLC,United Kingdom,London Stock Exchange
R6H.DE,Rockwood Holdings Inc,Germany,XETRA Stock Exchange
ROC,"Rockwood Holdings, Inc.",United States of America,
RP8.DE,RPM International Inc,Germany,XETRA Stock Exchange
RPM,RPM International Inc.,United States of America,
SADHNANIQ.BO,Sadhana Nitro Chem Ltd,India,Bombay Stock Exchange
XSI.DE,Sanyo Chemical Industries Ltd,Germany,XETRA Stock Exchange
SOTL.BO,Savita Oil Technologies Ltd,India,Bombay Stock Exchange
SOTL.NS,Savita Oil Technologies Ltd,India,National Stock Exchange of India
SBTL.BO,SBT,India,Bombay Stock Exchange
SCPA.L,Scapa Group PLC,United Kingdom,London Stock Exchange
SYI.DE,Senomyx Inc,Germany,XETRA Stock Exchange
SNMX,Senomyx Inc.,United States of America,
SXT,Sensient Technologies Corporat,United States of America,
SHHARICH.BO,Shree Hari Chemicals,India,Bombay Stock Exchange
SHREYASI.BO,Shreyas Intermediates Ltd,India,Bombay Stock Exchange
ASTERSILI.NS,Shri Aster Silicates Ltd,India,National Stock Exchange of India
TCM1.DE,Siam Cement PLC,Germany,XETRA Stock Exchange
SIQ.DE,Sigma-Aldrich Corp,Germany,XETRA Stock Exchange
SIAL,Sigma-Aldrich Corporation,United States of America,
SIK.DE,Sika AG,Germany,XETRA Stock Exchange
0346.HK,Sino Union Energy,Hong Kong,Hong Kong Stock Exchange
SOLARIND.BO,Solar Industries India Ltd,India,Bombay Stock Exchange
SOLARINDS.NS,Solar Industries India Ltd,India,National Stock Exchange of India
SZYM,"Solazyme, Inc.",United States of America,
SONALAD.BO,Sonal Adhesives Ltd,India,Bombay Stock Exchange
ESSNSUP.BO,Square Four Projects India Ltd,India,Bombay Stock Exchange
SLO.DE,Stella Chemifa Corp,Germany,XETRA Stock Exchange
SUDARSCHE.NS,Sudarshan Chemical,India,National Stock Exchange of India
SUDRCHK-B.BO,Sudarshan Chemical,India,Bombay Stock Exchange
SUNSHIEL.BO,Sunshield Chemicals Ltd,India,Bombay Stock Exchange
OCTANT.BO,Swarnajyothi Agrotech,India,Bombay Stock Exchange
SY1.DE,Symrise AG,Germany,XETRA Stock Exchange
SYMX,"Synthesis Energy Systems, Inc.",United States of America,
YULC.L,Synthomer PLC,United Kingdom,London Stock Exchange
TANFAC.BO,TANFAC Industries Ltd,India,Bombay Stock Exchange
TANFACIND.NS,TANFAC Industries Ltd,India,National Stock Exchange of India
TIJ.DE,Teijin Ltd,Germany,XETRA Stock Exchange
SHW,The Sherwin-Williams Company,United States of America,
VAL,The Valspar Corporation,United States of America,
THIRUMALAI.BO,Thirumalai Chemicals Ltd,India,Bombay Stock Exchange
TIRUMALCH.NS,Thirumalai Chemicals Ltd,India,National Stock Exchange of India
7TO.DE,Tikkurila Oyj,Germany,XETRA Stock Exchange
TINAOVER.BO,Tinna Rubber,India,Bombay Stock Exchange
TBT.DE,Tokuyama Corporation,Germany,XETRA Stock Exchange
TORM,TOR Minerals International Inc,United States of America,
TO5.DE,Toyo Ink SC Holdings Co.Ltd.,Germany,XETRA Stock Exchange
TO7.DE,Toyobo,Germany,XETRA Stock Exchange
UNRG,United Energy Corp.,United States of America,
UZU.DE,Uzin Utz AG,Germany,XETRA Stock Exchange
VAP.DE,Valspar Corp,Germany,XETRA Stock Exchange
VCT.L,Victrex PLC,United Kingdom,London Stock Exchange
VIDHIDYE.BO,Vidhi Dyestuffs,India,Bombay Stock Exchange
VIKASGLO.BO,Vikas GlobalOne Ltd.,India,Bombay Stock Exchange
VINYL.BO,Vinyl Chemicals (India) Ltd,India,Bombay Stock Exchange
VINYLINDI.NS,Vinyl Chemicals (India) Ltd,India,National Stock Exchange of India
VIPULDYE.BO,Vipul Dye-Chem Ltd,India,Bombay Stock Exchange
VISHNU.BO,Vishnu Chemicals Ltd,India,Bombay Stock Exchange
GRA.DE,W R Grace & Co,Germany,XETRA Stock Exchange
GRA,W.R. Grace & Co.,United States of America,
WDFC,WD-40 Company,United States of America,
UEO.DE,Westlake Chemical Corp,Germany,XETRA Stock Exchange
WLK,Westlake Chemical Corp.,United States of America,
XPRO.BO,Xpro India Ltd,India,Bombay Stock Exchange
XPROINDIA.NS,Xpro India Ltd,India,National Stock Exchange of India
ZTF.L,Zotefoams PLC,United Kingdom,London Stock Exchange
533022.BO,20 Microns Ltd.,India,Bombay Stock Exchange
0640.HK,Infinity Chemical,Hong Kong,Hong Kong Stock Exchange
ACE1.DE,Acerinox SA,Germany,XETRA Stock Exchange
ADHUNIK.BO,Adhunik Metaliks Ltd,India,Bombay Stock Exchange
ADHUNIK.NS,Adhunik Metaliks Ltd,India,National Stock Exchange of India
ADITYA.BO,Aditya Ispat Ltd,India,Bombay Stock Exchange
AHMDSTE.BO,Ahmedabad Steelcraft Ltd,India,Bombay Stock Exchange
AK2.DE,AK Steel Holding Corp,Germany,XETRA Stock Exchange
AKS.MX,AK Steel Holding Corp,Mexico,Mexico Stock Exchange
AKS,AK Steel Holding Corporation,United States of America,
AAST,Allied American Steel Corp.,United States of America,
AMLSTEEL.NS,AML Steel Ltd,India,National Stock Exchange of India
0347.HK,Angang Steel Companylimited,Hong Kong,Hong Kong Stock Exchange
GNV.DE,Angang Steel Companylimited,Germany,XETRA Stock Exchange
ANILSPL.BO,Anil Special Steel,India,Bombay Stock Exchange
ANKITMET.BO,Ankit Metal & Power Ltd,India,Bombay Stock Exchange
A52.SI,AnnAik Ltd,Singapore,Singapore Stock Exchange
7AA.DE,Aperam,Germany,XETRA Stock Exchange
BIHARTUBE.BO,APL Apollo Tubes Ltd,India,Bombay Stock Exchange
MT,ArcelorMittal,United States of America,
ARRB.DE,ArcelorMittal SA,Germany,XETRA Stock Exchange
ARRC.DE,ArcelorMittal SA,Germany,XETRA Stock Exchange
MTN.MX,ArcelorMittal SA,Mexico,Mexico Stock Exchange
ISC1.DE,ArcelorMittal South Africa Ltd,Germany,XETRA Stock Exchange
ARI.AX,Arrium Ltd,Australia,Australian Stock Exchange
OST.AX,Arrium Ltd,Australia,Australian Stock Exchange
ASHIS.BO,Ashiana Ispat Ltd,India,Bombay Stock Exchange
ASHSI.BO,Ashirwad Steels & Indus,India,Bombay Stock Exchange
AGO.AX,Atlas Iron Ltd,Australia,Australian Stock Exchange
BALASORE.BO,Balasore Alloys Ltd,India,Bombay Stock Exchange
BCI.AX,BC Iron Ltd,Australia,Australian Stock Exchange
BGA.DE,BE Group AB,Germany,XETRA Stock Exchange
BHAGWNME.BO,Bhagwandas Metals Ltd,India,Bombay Stock Exchange
BGWTATO.BO,Bhagwati Autocast Ltd,India,Bombay Stock Exchange
BHUSANSTL.NS,Bhushan Steel Ltd,India,National Stock Exchange of India
BHUSSTEEL.BO,Bhushan Steel Ltd,India,Bombay Stock Exchange
BHUWALST.BO,Bhuwalka Steel Industries Ltd,India,Bombay Stock Exchange
BIHSPONG.BO,Bihar Sponge Iron Ltd,India,Bombay Stock Exchange
BH5.DE,BlueScope Steel Ltd,Germany,XETRA Stock Exchange
BSL.AX,BlueScope Steel Ltd,Australia,Australian Stock Exchange
BGD.AX,Boulder Steel Ltd,Australia,Australian Stock Exchange
BGD.DE,Boulder Steel Ltd,Germany,XETRA Stock Exchange
B03.SI,BRC Asia Ltd,Singapore,Singapore Stock Exchange
CAM.TO,Canam Group Inc,Canada,Toronto Stock Exchange
CEV.V,Cap-Ex Iron Ore Ltd,Canada,TSX Venture Exchange
CXM.AX,Centrex Metals Ltd,Australia,Australian Stock Exchange
G60.DE,China Gerui Advanced,Germany,XETRA Stock Exchange
CHOP,China Gerui Advanced Materials,United States of America,
2889.HK,China Nickel Resources,Hong Kong,Hong Kong Stock Exchange
FZH.DE,China Nickel Resources,Germany,XETRA Stock Exchange
CPSL,"China Precision Steel, Inc.",United States of America,
CNS.DE,China Steel Corp,Germany,XETRA Stock Exchange
CNSD.L,China Steel Corp,United Kingdom,London Stock Exchange
0893.HK,China Vanadium,Hong Kong,Hong Kong Stock Exchange
CV8S.DE,China Vanadium,Germany,XETRA Stock Exchange
CGP.DE,Chongqing Iron & Steel,Germany,XETRA Stock Exchange
1053.HK,Chongqing Iron And Steel,Hong Kong,Hong Kong Stock Exchange
YCK.DE,Chu Kong Petroleum,Germany,XETRA Stock Exchange
CPF.DE,CITIC Ltd,Germany,XETRA Stock Exchange
0267.HK,CITIC Pacific Ltd.,Hong Kong,Hong Kong Stock Exchange
CMS.DE,Commercial Metals Co,Germany,XETRA Stock Exchange
CMC,Commercial Metals Company,United States of America,
BAUH162.SA,Companhia Siderurgica Nacional,Brazil,BOVESPA - Sao Paolo Stock Exchange
CQWA.DE,Companhia Siderurgica Nacional,Germany,XETRA Stock Exchange
SID,Companhia Siderurgica Nacional,United States of America,
SIDN.MX,Companhia Siderurgica Nacional,Mexico,Mexico Stock Exchange
COSMOFE.BO,Cosmo Ferrites Ltd,India,Bombay Stock Exchange
COVENTRY.BO,Coventry Coil-O-Matic (Ha,India,Bombay Stock Exchange
SRISARB.BO,Crimson Metal Engineering,India,Bombay Stock Exchange
1090.HK,Da Ming International,Hong Kong,Hong Kong Stock Exchange
DDL.DE,"Daido Steel Co., Ltd.",Germany,XETRA Stock Exchange
B1N.SI,Delong Holdings Ltd,Singapore,Singapore Stock Exchange
D8HA.DE,Delong Holdings Ltd,Germany,XETRA Stock Exchange
EFE.AX,Eastern Iron Ltd,Australia,Australian Stock Exchange
EIS.DE,Eisen- und Huettenwerke AG,Germany,XETRA Stock Exchange
ESL.NS,Electrosteel Steels Ltd,India,National Stock Exchange of India
ENSSI.BO,Ensa Steel Industries Ltd,India,Bombay Stock Exchange
HIGA.DE,Evraz Highveld Steel and,Germany,XETRA Stock Exchange
EVR.L,EVRAZ PLC,United Kingdom,London Stock Exchange
FACORALL.BO,Facor Alloys Ltd,India,Bombay Stock Exchange
FACORSTE.BO,Facor Steels Ltd,India,Bombay Stock Exchange
BAUH251.SA,Ferbasa,Brazil,BOVESPA - Sao Paolo Stock Exchange
FEX.DE,Ferrexpo PLC,Germany,XETRA Stock Exchange
FXPO.L,Ferrexpo PLC,United Kingdom,London Stock Exchange
FERROALL.BO,Ferro Alloys Corp Ltd,India,Bombay Stock Exchange
FWL.AX,Ferrowest Ltd,Australia,Australian Stock Exchange
FNI.DE,Fosun International Ltd,Germany,XETRA Stock Exchange
FRD,"Friedman Industries, Incorpora",United States of America,
GALLISPAT.NS,Gallantt Ispat Ltd,India,National Stock Exchange of India
GALLANTT.BO,Gallantt Metal Ltd,India,Bombay Stock Exchange
GALLANTT.NS,Gallantt Metal Ltd,India,National Stock Exchange of India
GANGOTRI.BO,Gangotri Iron & Steel Co Ltd,India,Bombay Stock Exchange
GARGFUR.BO,Garg Furnace Ltd,India,Bombay Stock Exchange
3GL.DE,General Steel Holdings Inc,Germany,XETRA Stock Exchange
GSI,"General Steel Holdings, Inc.",United States of America,
GSI.V,"General Steel Holdings, Inc.",Canada,TSX Venture Exchange
GGB,Gerdau S.A.,United States of America,
BAUH293.SA,Gerdau SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAUH294.SA,Gerdau SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
GDUA.DE,Gerdau SA,Germany,XETRA Stock Exchange
GDUB.DE,Gerdau SA,Germany,XETRA Stock Exchange
GGBN.MX,Gerdau SA,Mexico,Mexico Stock Exchange
GI2.DE,Gibraltar Industries Inc,Germany,XETRA Stock Exchange
ROCK,"Gibraltar Industries, Inc.",United States of America,
GBG.AX,Gindalbie Metals Ltd,Australia,Australian Stock Exchange
GHL.DE,Gindalbie Metals Ltd,Germany,XETRA Stock Exchange
GPIL.BO,Godawari Power & Ispat Ltd,India,Bombay Stock Exchange
GPIL.NS,Godawari Power & Ispat Ltd,India,National Stock Exchange of India
1118.HK,Golik Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
GONTER.BO,Gontermann-Peipers India Ltd,India,Bombay Stock Exchange
GOODLUC.BO,Good Luck Steel Tubes Ltd,India,Bombay Stock Exchange
GOPAIST.BO,Gopal Iron & Steels,India,Bombay Stock Exchange
SIM,Grupo Simec S.A.B. de C.V.,United States of America,
4FV.DE,"Grupo Simec, S.A.B. de C.V.",Germany,XETRA Stock Exchange
GSM.DE,"Grupo Simec, S.A.B. de C.V.",Germany,XETRA Stock Exchange
SIMECB.MX,"Grupo Simec, SAB de CV",Mexico,Mexico Stock Exchange
1203.HK,Guangnan holdings,Hong Kong,Hong Kong Stock Exchange
GUJB.DE,Guangnan holdings,Germany,XETRA Stock Exchange
GUJINTRX.BO,Gujarat Intrux Ltd,India,Bombay Stock Exchange
GAL.NS,Gyscoal Alloys Ltd,India,National Stock Exchange of India
HEERAISP.BO,Heera Ispat Ltd,India,Bombay Stock Exchange
526.SI,HG Metal Manufacturing Ltd,Singapore,Singapore Stock Exchange
HISARMET.BO,Hisar Metal Industries Ltd,India,Bombay Stock Exchange
IGS.DE,India Globalization Cap,Germany,XETRA Stock Exchange
IGC,"India Globalization Capital, I",United States of America,
ISWL.BO,India Steel Works Ltd,India,Bombay Stock Exchange
INLCM.BO,Indian Link Chain,India,Bombay Stock Exchange
IMFA.BO,Indian Metals & Ferro,India,Bombay Stock Exchange
IMFA.NS,Indian Metals & Ferro,India,National Stock Exchange of India
INDSILHYD.BO,Indsil Hydro Power,India,Bombay Stock Exchange
AKQ.DE,Industrias Ch SAB de CV,Germany,XETRA Stock Exchange
ICHB.MX,Industrias Ch SAB de CV,Mexico,Mexico Stock Exchange
INNOIND.NS,Innoventive Industries Ltd,India,National Stock Exchange of India
IIIN,Insteel Industries Inc.,United States of America,
IFL.L,International Ferro Metals Ltd,United Kingdom,London Stock Exchange
IRM.AX,Iron Mountain Mining Ltd,Australia,Australian Stock Exchange
4OV.DE,Iron Road Ltd,Germany,XETRA Stock Exchange
IRD.AX,Iron Road Ltd,Australia,Australian Stock Exchange
IFE.AX,Ironclad Mining Ltd,Australia,Australian Stock Exchange
IRN.DE,Ironclad Mining Ltd,Germany,XETRA Stock Exchange
ISMT.BO,ISMT Limited,India,Bombay Stock Exchange
ISMTLTD.NS,ISMT Limited,India,National Stock Exchange of India
I43.DE,Jacquet Metal Service,Germany,XETRA Stock Exchange
IMS.PA,Jacquet Metal Service,France,Paris Stock Exchange
JAIBALAJI.BO,Jai Balaji Industries Ltd,India,Bombay Stock Exchange
JAIBALAJI.NS,Jai Balaji Industries Ltd,India,National Stock Exchange of India
JAYASWAL.BO,Jayaswal NECO Industries Ltd,India,Bombay Stock Exchange
JAYNECOIN.NS,Jayaswal NECO Industries Ltd,India,National Stock Exchange of India
JFR.DE,JFE Holdings Inc,Germany,XETRA Stock Exchange
JINDAL.BO,Jindal Saw Ltd,India,Bombay Stock Exchange
JINDALSAW.NS,Jindal Saw Ltd,India,National Stock Exchange of India
JSL.BO,Jindal Stainless Ltd,India,Bombay Stock Exchange
JSL.NS,Jindal Stainless Ltd,India,National Stock Exchange of India
JINDALSTE.NS,Jindal Steel & Power Ltd,India,National Stock Exchange of India
JINDALSTEEL.BO,Jindal Steel & Power Ltd,India,Bombay Stock Exchange
JSWSL.BO,JSW Steel Ltd,India,Bombay Stock Exchange
JSWSTEEL.NS,JSW Steel Ltd,India,National Stock Exchange of India
JVG.AX,JV Global Ltd,Australia,Australian Stock Exchange
KALYANISTE.BO,Kalyani Steels Ltd,India,Bombay Stock Exchange
KSL.NS,Kalyani Steels Ltd,India,National Stock Exchange of India
KIL.BO,Kamdhenu Ispat Ltd,India,Bombay Stock Exchange
KIL.NS,Kamdhenu Ispat Ltd,India,National Stock Exchange of India
KANSHST.BO,Kanishk Steel Industries Ltd,India,Bombay Stock Exchange
KARMAISP.BO,Karma Industries Ltd,India,Bombay Stock Exchange
KAJARIR.BO,KIC Metaliks Ltd,India,Bombay Stock Exchange
KCO.DE,Kloeckner & Co AG,Germany,XETRA Stock Exchange
KST.DE,Kobe Steel,Germany,XETRA Stock Exchange
KFE.AX,Kogi Iron Ltd,Australia,Australian Stock Exchange
KRISFEP.BO,Krishna Ferro Products Ltd,India,Bombay Stock Exchange
LIF-UN.TO,Labrador Iron Ore Royalty Corp,Canada,Toronto Stock Exchange
LIF.TO,Labrador Iron Ore Royalty Corp,Canada,Toronto Stock Exchange
593.SI,Lee Metal Group Ltd,Singapore,Singapore Stock Exchange
LLOYDSMEQ.BO,Lloyds Metals & Energy Ltd,India,Bombay Stock Exchange
L17.SI,LTC Corporation Ltd,Singapore,Singapore Stock Exchange
0323.HK,Maanshan Iron And Steel,Hong Kong,Hong Kong Stock Exchange
YM9A.DE,Maanshan Iron And Steel Co Ltd,Germany,XETRA Stock Exchange
MMK.L,Magnitogorsk Iron & Steel,United Kingdom,London Stock Exchange
MAHALXSE.BO,Mahalaxmi Seamless Ltd,India,Bombay Stock Exchange
MAHASTEEL.BO,Mahamaya Steel Industries Ltd,India,Bombay Stock Exchange
MAHSEAMLE.NS,Maharashtra Seamless Ltd,India,National Stock Exchange of India
MAHSEAMLES.BO,Maharashtra Seamless Ltd,India,Bombay Stock Exchange
MAITHANAL.BO,Maithan Alloys Ltd,India,Bombay Stock Exchange
MANIND.BO,Man Industries (India) Ltd,India,Bombay Stock Exchange
